seq1	seq2
7k90_A	6xkl_C
7k90_A	6xra_A
7k90_A	6xra_C
7k90_A	7m8k_A
7k90_A	7m8k_C
7k90_A	7cab_A
7k90_A	7cab_C
7k90_A	7l3n_A
7k90_A	6vxx_C
7k90_A	7kmb_B
7k90_A	7jwb_D
7k90_A	7lx5_A
7k90_A	7l7k_A
7k90_A	7l7k_C
7k90_A	6x29_A
7k90_A	6x29_C
7k90_A	6zp0_A
7k90_A	6zp0_C
7k90_A	7dzx_A
7k90_A	7kl9_A
7k90_A	7bnn_A
7k90_A	7bnn_C
7k90_A	7lqv_A
7k90_A	7lqw_E
7bei_C	7e3j_B
7bei_C	7d30_B
7bei_C	7bh9_B
7bei_C	7cdi_A
7bei_C	7mfu_A
7bei_C	6zfo_A
7bei_C	7e86_A
7bei_C	7lo4_B
7bei_C	7ldj_A
7bei_C	7cah_C
7bei_C	7e7y_C
7bei_C	7nxa_C
7bei_C	7klw_A
7bei_C	7det_A
7bei_C	7k8m_C
7bei_C	7e8m_A
7bei_C	7klh_E
7bei_C	7klh_F
7bei_C	7jvb_A
7bei_C	7kgk_A
7bei_C	7nxc_B
7bei_C	7kmg_C
7bei_C	7kmg_F
7bei_C	7lop_J
7bei_C	7dmu_B
7bei_C	7dmu_D
7bei_C	6m0j_B
7bei_C	7jx3_G
7bei_C	7mf1_A
7bei_C	7e88_L
7bei_C	7eam_A
7bei_C	7nxb_C
7bei_C	7deo_D
7bei_C	7nx8_C
7bei_C	6ym0_A
7bei_C	7kzb_C
7bei_C	7l0n_K
7bei_C	7l0n_L
7bei_C	6yz5_A
7bei_C	7m7w_I
7bei_C	7m7w_J
7bei_C	7k9z_E
7bei_C	7mkm_C
7bei_C	7m6d_C
7bei_C	7nx9_C
7bei_C	7b17_A
7e3j_B	7d30_B
7e3j_B	7bh9_B
7e3j_B	7cdi_A
7e3j_B	7mfu_A
7e3j_B	6zfo_A
7e3j_B	7e86_A
7e3j_B	7lo4_B
7e3j_B	7ldj_A
7e3j_B	7cah_C
7e3j_B	7e7y_C
7e3j_B	7nxa_C
7e3j_B	7klw_A
7e3j_B	7det_A
7e3j_B	7k8m_C
7e3j_B	7e8m_A
7e3j_B	7klh_E
7e3j_B	7klh_F
7e3j_B	7jvb_A
7e3j_B	7kgk_A
7e3j_B	7nxc_B
7e3j_B	7kmg_C
7e3j_B	7kmg_F
7e3j_B	7lop_J
7e3j_B	7dmu_B
7e3j_B	7dmu_D
7e3j_B	6m0j_B
7e3j_B	7jx3_G
7e3j_B	7mf1_A
7e3j_B	7e88_L
7e3j_B	7eam_A
7e3j_B	7nxb_C
7e3j_B	7deo_D
7e3j_B	7nx8_C
7e3j_B	6ym0_A
7e3j_B	7kzb_C
7e3j_B	7l0n_K
7e3j_B	7l0n_L
7e3j_B	6yz5_A
7e3j_B	7m7w_I
7e3j_B	7m7w_J
7e3j_B	7k9z_E
7e3j_B	7mkm_C
7e3j_B	7m6d_C
7e3j_B	7nx9_C
7e3j_B	7b17_A
7l06_A	7cwo_A
7l06_A	7kdi_A
7l06_A	7kdi_C
7l06_A	6zp1_A
7l06_A	6zp1_C
7l06_A	7bno_A
7l06_A	7bno_C
7l06_A	7mjj_A
7l06_A	7dx3_C
7l06_A	7nt9_A
7l06_A	7nt9_C
7l06_A	7kxk_A
7l06_A	7krs_A
7l06_A	7krs_C
7l06_A	6zow_D
7l06_A	7lwi_A
7l06_A	7lwi_C
7l06_A	6xs6_A
7l06_A	6xs6_C
7l06_A	6zoy_A
7l06_A	6zoy_C
7l06_A	6x2a_A
7l06_A	6x2a_C
7l06_A	7lyk_A
7l06_A	7lyk_C
7l06_A	7mkl_A
7l06_A	7a94_A
7l06_A	6zb5_A
7l06_A	6zb5_C
7l06_A	7kec_A
7l06_A	7kec_C
7l06_A	7m71_A
7l06_A	7akd_A
7l06_A	7byr_A
7l06_A	7e8c_A
7l06_A	7cac_A
7l06_A	6vyb_A
7l06_A	6vyb_C
7l06_A	7kdj_A
7l06_A	7kdj_C
7l06_A	7a93_C
7l06_A	7jji_A
7l06_A	7jji_C
7l06_A	7kj5_C
7l06_A	7mjk_I
7l06_A	7chh_A
7l06_A	7m0j_A
7l06_A	7m0j_C
7l06_A	7laa_A
7l06_A	7laa_E
7l06_A	7cn9_A
7l06_A	7cn9_C
7l06_A	7lwv_A
7l06_A	7lwv_C
7l06_A	7ld1_A
7l06_A	6x79_A
7l06_A	6x79_C
7l06_A	7cws_M
7l06_A	7cws_O
7l06_A	6x6p_A
7l06_A	6x6p_C
7l06_A	7kdh_A
7l06_A	7kdh_C
7l06_A	7lww_A
7l06_A	7lww_C
7l06_A	6xf6_A
7l06_A	6xf6_C
7l06_A	6zwv_A
7l06_A	6zwv_C
7l06_A	6xkl_C
7l06_A	6xra_A
7l06_A	6xra_C
7l06_A	7m8k_A
7l06_A	7m8k_C
7l06_A	7cab_A
7l06_A	7cab_C
7l06_A	7l3n_A
7l06_A	6vxx_C
7l06_A	7kmb_B
7l06_A	7jwb_D
7l06_A	7l7k_A
7l06_A	7l7k_C
7l06_A	6x29_A
7l06_A	6x29_C
7l06_A	6zp0_A
7l06_A	6zp0_C
7l06_A	7dzx_A
7l06_A	7kl9_A
7l06_A	7bnn_A
7l06_A	7bnn_C
7l06_A	7lqv_A
7l06_A	7lqw_E
7cwo_A	7kdi_A
7cwo_A	7kdi_C
7cwo_A	7e7b_A
7cwo_A	7e7b_C
7cwo_A	6zp1_A
7cwo_A	6zp1_C
7cwo_A	7bno_A
7cwo_A	7bno_C
7cwo_A	7mjj_A
7cwo_A	7dx3_C
7cwo_A	7e7d_A
7cwo_A	7e7d_C
7cwo_A	7nt9_A
7cwo_A	7nt9_C
7cwo_A	7kxk_A
7cwo_A	7krs_A
7cwo_A	7krs_C
7cwo_A	6zow_D
7cwo_A	7lwi_A
7cwo_A	7lwi_C
7cwo_A	6xs6_A
7cwo_A	6xs6_C
7cwo_A	6zoy_A
7cwo_A	6zoy_C
7cwo_A	6x2a_A
7cwo_A	6x2a_C
7cwo_A	7lyk_A
7cwo_A	7lyk_C
7cwo_A	7mkl_A
7cwo_A	7a94_A
7cwo_A	6zb5_A
7cwo_A	6zb5_C
7cwo_A	7kec_A
7cwo_A	7kec_C
7cwo_A	7m71_A
7cwo_A	7akd_A
7cwo_A	7byr_A
7cwo_A	7e8c_A
7cwo_A	7cac_A
7cwo_A	6vyb_A
7cwo_A	6vyb_C
7cwo_A	7kdj_A
7cwo_A	7kdj_C
7cwo_A	7a93_C
7cwo_A	7jji_A
7cwo_A	7jji_C
7cwo_A	7kj5_C
7cwo_A	7mjk_I
7cwo_A	7chh_A
7cwo_A	7m0j_A
7cwo_A	7m0j_C
7cwo_A	7laa_A
7cwo_A	7laa_E
7cwo_A	7cn9_A
7cwo_A	7cn9_C
7cwo_A	7lwv_A
7cwo_A	7lwv_C
7cwo_A	7ld1_A
7cwo_A	6x79_A
7cwo_A	6x79_C
7cwo_A	7cws_M
7cwo_A	7cws_O
7cwo_A	6x6p_A
7cwo_A	6x6p_C
7cwo_A	7kdh_A
7cwo_A	7kdh_C
7cwo_A	7lww_A
7cwo_A	7lww_C
7cwo_A	6xf6_A
7cwo_A	6xf6_C
7cwo_A	6zwv_A
7cwo_A	6zwv_C
7cwo_A	6xkl_C
7cwo_A	6xra_A
7cwo_A	6xra_C
7cwo_A	7m8k_A
7cwo_A	7m8k_C
7cwo_A	7cab_A
7cwo_A	7cab_C
7cwo_A	7l3n_A
7cwo_A	6vxx_C
7cwo_A	7kmb_B
7cwo_A	7jwb_D
7cwo_A	7lx5_A
7cwo_A	7l7k_A
7cwo_A	7l7k_C
7cwo_A	6x29_A
7cwo_A	6x29_C
7cwo_A	6zp0_A
7cwo_A	6zp0_C
7cwo_A	7dzx_A
7cwo_A	7kl9_A
7cwo_A	7bnn_A
7cwo_A	7bnn_C
7cwo_A	7lqv_A
7cwo_A	7lqw_E
7kdi_A	7kdi_C
7kdi_A	7e7b_A
7kdi_A	7e7b_C
7kdi_A	6zp1_A
7kdi_A	6zp1_C
7kdi_A	7bno_A
7kdi_A	7bno_C
7kdi_A	7mjj_A
7kdi_A	7dx3_C
7kdi_A	7e7d_A
7kdi_A	7e7d_C
7kdi_A	7nt9_A
7kdi_A	7nt9_C
7kdi_A	7kxk_A
7kdi_A	7krs_A
7kdi_A	7krs_C
7kdi_A	6zow_D
7kdi_A	7lwi_A
7kdi_A	7lwi_C
7kdi_A	6xs6_A
7kdi_A	6xs6_C
7kdi_A	6zoy_A
7kdi_A	6zoy_C
7kdi_A	6x2a_A
7kdi_A	6x2a_C
7kdi_A	7lyk_A
7kdi_A	7lyk_C
7kdi_A	7mkl_A
7kdi_A	7a94_A
7kdi_A	6zb5_A
7kdi_A	6zb5_C
7kdi_A	7kec_A
7kdi_A	7kec_C
7kdi_A	7m71_A
7kdi_A	7akd_A
7kdi_A	7byr_A
7kdi_A	7e8c_A
7kdi_A	7cac_A
7kdi_A	6vyb_A
7kdi_A	6vyb_C
7kdi_A	7kdj_A
7kdi_A	7kdj_C
7kdi_A	7a93_C
7kdi_A	7jji_A
7kdi_A	7jji_C
7kdi_A	7kj5_C
7kdi_A	7mjk_I
7kdi_A	7chh_A
7kdi_A	7m0j_A
7kdi_A	7m0j_C
7kdi_A	7laa_A
7kdi_A	7laa_E
7kdi_A	7cn9_A
7kdi_A	7cn9_C
7kdi_A	7lwv_A
7kdi_A	7lwv_C
7kdi_A	7ld1_A
7kdi_A	6x79_A
7kdi_A	6x79_C
7kdi_A	7cws_M
7kdi_A	7cws_O
7kdi_A	6x6p_A
7kdi_A	6x6p_C
7kdi_A	7kdh_A
7kdi_A	7kdh_C
7kdi_A	7lww_A
7kdi_A	7lww_C
7kdi_A	6xf6_A
7kdi_A	6xf6_C
7kdi_A	6zwv_A
7kdi_A	6zwv_C
7kdi_A	6xkl_C
7kdi_A	6xra_A
7kdi_A	6xra_C
7kdi_A	7m8k_A
7kdi_A	7m8k_C
7kdi_A	7cab_A
7kdi_A	7cab_C
7kdi_A	7l3n_A
7kdi_A	6vxx_C
7kdi_A	7kmb_B
7kdi_A	7jwb_D
7kdi_A	7lx5_A
7kdi_A	7l7k_A
7kdi_A	7l7k_C
7kdi_A	6x29_A
7kdi_A	6x29_C
7kdi_A	6zp0_A
7kdi_A	6zp0_C
7kdi_A	7dzx_A
7kdi_A	7kl9_A
7kdi_A	7bnn_A
7kdi_A	7bnn_C
7kdi_A	7lqv_A
7kdi_A	7lqw_E
7kdi_C	7e7b_A
7kdi_C	7e7b_C
7kdi_C	6zp1_A
7kdi_C	6zp1_C
7kdi_C	7bno_A
7kdi_C	7bno_C
7kdi_C	7mjj_A
7kdi_C	7dx3_C
7kdi_C	7e7d_A
7kdi_C	7e7d_C
7kdi_C	7nt9_A
7kdi_C	7nt9_C
7kdi_C	7kxk_A
7kdi_C	7krs_A
7kdi_C	7krs_C
7kdi_C	6zow_D
7kdi_C	7lwi_A
7kdi_C	7lwi_C
7kdi_C	6xs6_A
7kdi_C	6xs6_C
7kdi_C	6zoy_A
7kdi_C	6zoy_C
7kdi_C	6x2a_A
7kdi_C	6x2a_C
7kdi_C	7lyk_A
7kdi_C	7lyk_C
7kdi_C	7mkl_A
7kdi_C	7a94_A
7kdi_C	6zb5_A
7kdi_C	6zb5_C
7kdi_C	7kec_A
7kdi_C	7kec_C
7kdi_C	7m71_A
7kdi_C	7akd_A
7kdi_C	7byr_A
7kdi_C	7e8c_A
7kdi_C	7cac_A
7kdi_C	6vyb_A
7kdi_C	6vyb_C
7kdi_C	7kdj_A
7kdi_C	7kdj_C
7kdi_C	7a93_C
7kdi_C	7jji_A
7kdi_C	7jji_C
7kdi_C	7kj5_C
7kdi_C	7mjk_I
7kdi_C	7chh_A
7kdi_C	7m0j_A
7kdi_C	7m0j_C
7kdi_C	7laa_A
7kdi_C	7laa_E
7kdi_C	7cn9_A
7kdi_C	7cn9_C
7kdi_C	7lwv_A
7kdi_C	7lwv_C
7kdi_C	7ld1_A
7kdi_C	6x79_A
7kdi_C	6x79_C
7kdi_C	7cws_M
7kdi_C	7cws_O
7kdi_C	6x6p_A
7kdi_C	6x6p_C
7kdi_C	7kdh_A
7kdi_C	7kdh_C
7kdi_C	7lww_A
7kdi_C	7lww_C
7kdi_C	6xf6_A
7kdi_C	6xf6_C
7kdi_C	6zwv_A
7kdi_C	6zwv_C
7kdi_C	6xkl_C
7kdi_C	6xra_A
7kdi_C	6xra_C
7kdi_C	7m8k_A
7kdi_C	7m8k_C
7kdi_C	7cab_A
7kdi_C	7cab_C
7kdi_C	7l3n_A
7kdi_C	6vxx_C
7kdi_C	7kmb_B
7kdi_C	7jwb_D
7kdi_C	7lx5_A
7kdi_C	7l7k_A
7kdi_C	7l7k_C
7kdi_C	6x29_A
7kdi_C	6x29_C
7kdi_C	6zp0_A
7kdi_C	6zp0_C
7kdi_C	7dzx_A
7kdi_C	7kl9_A
7kdi_C	7bnn_A
7kdi_C	7bnn_C
7kdi_C	7lqv_A
7kdi_C	7lqw_E
7d30_B	7bh9_B
7d30_B	7cdi_A
7d30_B	7mfu_A
7d30_B	6zfo_A
7d30_B	7e86_A
7d30_B	7l5b_A
7d30_B	7lo4_B
7d30_B	7ldj_A
7d30_B	7cah_C
7d30_B	7e7y_C
7d30_B	7nxa_C
7d30_B	7klw_A
7d30_B	7det_A
7d30_B	7k8m_C
7d30_B	7e8m_A
7d30_B	7klh_E
7d30_B	7klh_F
7d30_B	7jvb_A
7d30_B	7kgk_A
7d30_B	7nxc_B
7d30_B	7kmg_C
7d30_B	7kmg_F
7d30_B	7lop_J
7d30_B	7dmu_B
7d30_B	7dmu_D
7d30_B	6m0j_B
7d30_B	7jx3_G
7d30_B	7mf1_A
7d30_B	7e88_L
7d30_B	7eam_A
7d30_B	7nxb_C
7d30_B	7deo_D
7d30_B	7nx8_C
7d30_B	6ym0_A
7d30_B	7kzb_C
7d30_B	7l0n_K
7d30_B	7l0n_L
7d30_B	6yz5_A
7d30_B	7m7w_I
7d30_B	7m7w_J
7d30_B	7k9z_E
7d30_B	7mkm_C
7d30_B	7m6d_C
7d30_B	7nx9_C
7d30_B	7b17_A
7e7b_A	7e7b_C
7e7b_A	7mjj_A
7e7b_A	7dx3_C
7e7b_A	7e7d_A
7e7b_A	7e7d_C
7e7b_A	7kxk_A
7e7b_A	7krs_A
7e7b_A	7krs_C
7e7b_A	6zow_D
7e7b_A	6zb5_A
7e7b_A	6zb5_C
7e7b_A	7kec_A
7e7b_A	7kec_C
7e7b_A	7akd_A
7e7b_A	7byr_A
7e7b_A	7e8c_A
7e7b_A	7kdj_A
7e7b_A	7kdj_C
7e7b_A	7jji_A
7e7b_A	7jji_C
7e7b_A	7mjk_I
7e7b_A	7kdh_A
7e7b_A	7kdh_C
7e7b_A	7lww_A
7e7b_A	7lww_C
7e7b_A	6zwv_A
7e7b_A	6zwv_C
7e7b_A	6xkl_C
7e7b_A	6xra_A
7e7b_A	6xra_C
7e7b_A	7l7k_A
7e7b_A	7l7k_C
7e7b_C	7mjj_A
7e7b_C	7dx3_C
7e7b_C	7e7d_A
7e7b_C	7e7d_C
7e7b_C	7kxk_A
7e7b_C	7krs_A
7e7b_C	7krs_C
7e7b_C	6zow_D
7e7b_C	6zb5_A
7e7b_C	6zb5_C
7e7b_C	7kec_A
7e7b_C	7kec_C
7e7b_C	7akd_A
7e7b_C	7byr_A
7e7b_C	7e8c_A
7e7b_C	7kdj_A
7e7b_C	7kdj_C
7e7b_C	7jji_A
7e7b_C	7jji_C
7e7b_C	7mjk_I
7e7b_C	7kdh_A
7e7b_C	7kdh_C
7e7b_C	7lww_A
7e7b_C	7lww_C
7e7b_C	6zwv_A
7e7b_C	6zwv_C
7e7b_C	6xkl_C
7e7b_C	6xra_A
7e7b_C	6xra_C
7e7b_C	7l7k_A
7e7b_C	7l7k_C
7bh9_B	7cdi_A
7bh9_B	7mfu_A
7bh9_B	6zfo_A
7bh9_B	7e86_A
7bh9_B	7lo4_B
7bh9_B	7ldj_A
7bh9_B	7cah_C
7bh9_B	7nxa_C
7bh9_B	7klw_A
7bh9_B	7det_A
7bh9_B	7k8m_C
7bh9_B	7e8m_A
7bh9_B	7klh_E
7bh9_B	7klh_F
7bh9_B	7kgk_A
7bh9_B	7nxc_B
7bh9_B	7kmg_C
7bh9_B	7kmg_F
7bh9_B	7jx3_G
7bh9_B	7mf1_A
7bh9_B	7e88_L
7bh9_B	7nxb_C
7bh9_B	7deo_D
7bh9_B	7nx8_C
7bh9_B	6ym0_A
7bh9_B	7kzb_C
7bh9_B	7l0n_K
7bh9_B	7l0n_L
7bh9_B	6yz5_A
7bh9_B	7m7w_I
7bh9_B	7m7w_J
7bh9_B	7mkm_C
7bh9_B	7m6d_C
7bh9_B	7nx9_C
7bh9_B	7b17_A
7cdi_A	7mfu_A
7cdi_A	6zfo_A
7cdi_A	7e86_A
7cdi_A	7l5b_A
7cdi_A	7lo4_B
7cdi_A	7ldj_A
7cdi_A	7cah_C
7cdi_A	7e7y_C
7cdi_A	7nxa_C
7cdi_A	7klw_A
7cdi_A	7det_A
7cdi_A	7k8m_C
7cdi_A	7e8m_A
7cdi_A	7klh_E
7cdi_A	7klh_F
7cdi_A	7jvb_A
7cdi_A	7kgk_A
7cdi_A	7nxc_B
7cdi_A	7kmg_C
7cdi_A	7kmg_F
7cdi_A	7lop_J
7cdi_A	7dmu_B
7cdi_A	7dmu_D
7cdi_A	6m0j_B
7cdi_A	7jx3_G
7cdi_A	7mf1_A
7cdi_A	7e88_L
7cdi_A	7eam_A
7cdi_A	7nxb_C
7cdi_A	7deo_D
7cdi_A	7nx8_C
7cdi_A	6ym0_A
7cdi_A	7kzb_C
7cdi_A	6xdg_A
7cdi_A	7l0n_K
7cdi_A	7l0n_L
7cdi_A	6yz5_A
7cdi_A	7m7w_I
7cdi_A	7m7w_J
7cdi_A	7k9z_E
7cdi_A	7mkm_C
7cdi_A	7m6d_C
7cdi_A	7nx9_C
7cdi_A	7b17_A
7mfu_A	6zfo_A
7mfu_A	7e86_A
7mfu_A	7l5b_A
7mfu_A	7lo4_B
7mfu_A	7ldj_A
7mfu_A	7cah_C
7mfu_A	7e7y_C
7mfu_A	7nxa_C
7mfu_A	7klw_A
7mfu_A	7det_A
7mfu_A	7k8m_C
7mfu_A	7e8m_A
7mfu_A	7klh_E
7mfu_A	7klh_F
7mfu_A	7jvb_A
7mfu_A	7kgk_A
7mfu_A	7nxc_B
7mfu_A	7kmg_C
7mfu_A	7kmg_F
7mfu_A	7lop_J
7mfu_A	7dmu_B
7mfu_A	7dmu_D
7mfu_A	6m0j_B
7mfu_A	7jx3_G
7mfu_A	7mf1_A
7mfu_A	7e88_L
7mfu_A	7eam_A
7mfu_A	7nxb_C
7mfu_A	7deo_D
7mfu_A	7nx8_C
7mfu_A	6ym0_A
7mfu_A	7kzb_C
7mfu_A	7l0n_K
7mfu_A	7l0n_L
7mfu_A	6yz5_A
7mfu_A	7m7w_I
7mfu_A	7m7w_J
7mfu_A	7k9z_E
7mfu_A	7mkm_C
7mfu_A	7m6d_C
7mfu_A	7nx9_C
7mfu_A	7b17_A
6zfo_A	7e86_A
6zfo_A	7lo4_B
6zfo_A	7ldj_A
6zfo_A	7cah_C
6zfo_A	7e7y_C
6zfo_A	7nxa_C
6zfo_A	7klw_A
6zfo_A	7det_A
6zfo_A	7k8m_C
6zfo_A	7e8m_A
6zfo_A	7klh_E
6zfo_A	7klh_F
6zfo_A	7jvb_A
6zfo_A	7kgk_A
6zfo_A	7nxc_B
6zfo_A	7kmg_C
6zfo_A	7kmg_F
6zfo_A	7lop_J
6zfo_A	7dmu_B
6zfo_A	7dmu_D
6zfo_A	6m0j_B
6zfo_A	7jx3_G
6zfo_A	7mf1_A
6zfo_A	7e88_L
6zfo_A	7eam_A
6zfo_A	7nxb_C
6zfo_A	7deo_D
6zfo_A	7nx8_C
6zfo_A	6ym0_A
6zfo_A	7kzb_C
6zfo_A	7l0n_K
6zfo_A	7l0n_L
6zfo_A	6yz5_A
6zfo_A	7m7w_I
6zfo_A	7m7w_J
6zfo_A	7k9z_E
6zfo_A	7mkm_C
6zfo_A	7m6d_C
6zfo_A	7nx9_C
6zfo_A	7b17_A
6zp1_A	6zp1_C
6zp1_A	7bno_A
6zp1_A	7bno_C
6zp1_A	7mjj_A
6zp1_A	7dx3_C
6zp1_A	7nt9_A
6zp1_A	7nt9_C
6zp1_A	7kxk_A
6zp1_A	7krs_A
6zp1_A	7krs_C
6zp1_A	6zow_D
6zp1_A	7lwi_A
6zp1_A	7lwi_C
6zp1_A	6xs6_A
6zp1_A	6xs6_C
6zp1_A	6zoy_A
6zp1_A	6zoy_C
6zp1_A	6x2a_A
6zp1_A	6x2a_C
6zp1_A	7lyk_A
6zp1_A	7lyk_C
6zp1_A	7mkl_A
6zp1_A	7a94_A
6zp1_A	6zb5_A
6zp1_A	6zb5_C
6zp1_A	7kec_A
6zp1_A	7kec_C
6zp1_A	7m71_A
6zp1_A	7akd_A
6zp1_A	7byr_A
6zp1_A	7e8c_A
6zp1_A	7cac_A
6zp1_A	6vyb_A
6zp1_A	6vyb_C
6zp1_A	7kdj_A
6zp1_A	7kdj_C
6zp1_A	7a93_C
6zp1_A	7jji_A
6zp1_A	7jji_C
6zp1_A	7kj5_C
6zp1_A	7mjk_I
6zp1_A	7chh_A
6zp1_A	7m0j_A
6zp1_A	7m0j_C
6zp1_A	7laa_A
6zp1_A	7laa_E
6zp1_A	7cn9_A
6zp1_A	7cn9_C
6zp1_A	7lwv_A
6zp1_A	7lwv_C
6zp1_A	7ld1_A
6zp1_A	6x79_A
6zp1_A	6x79_C
6zp1_A	7cws_M
6zp1_A	7cws_O
6zp1_A	6x6p_A
6zp1_A	6x6p_C
6zp1_A	7kdh_A
6zp1_A	7kdh_C
6zp1_A	7lww_A
6zp1_A	7lww_C
6zp1_A	6xf6_A
6zp1_A	6xf6_C
6zp1_A	6zwv_A
6zp1_A	6zwv_C
6zp1_A	6xkl_C
6zp1_A	6xra_A
6zp1_A	6xra_C
6zp1_A	7m8k_A
6zp1_A	7m8k_C
6zp1_A	7cab_A
6zp1_A	7cab_C
6zp1_A	7l3n_A
6zp1_A	6vxx_C
6zp1_A	7kmb_B
6zp1_A	7jwb_D
6zp1_A	7lx5_A
6zp1_A	7l7k_A
6zp1_A	7l7k_C
6zp1_A	6x29_A
6zp1_A	6x29_C
6zp1_A	6zp0_A
6zp1_A	6zp0_C
6zp1_A	7dzx_A
6zp1_A	7kl9_A
6zp1_A	7bnn_A
6zp1_A	7bnn_C
6zp1_A	7lqv_A
6zp1_A	7lqw_E
6zp1_C	7bno_A
6zp1_C	7bno_C
6zp1_C	7mjj_A
6zp1_C	7dx3_C
6zp1_C	7nt9_A
6zp1_C	7nt9_C
6zp1_C	7kxk_A
6zp1_C	7krs_A
6zp1_C	7krs_C
6zp1_C	6zow_D
6zp1_C	7lwi_A
6zp1_C	7lwi_C
6zp1_C	6xs6_A
6zp1_C	6xs6_C
6zp1_C	6zoy_A
6zp1_C	6zoy_C
6zp1_C	6x2a_A
6zp1_C	6x2a_C
6zp1_C	7lyk_A
6zp1_C	7lyk_C
6zp1_C	7mkl_A
6zp1_C	7a94_A
6zp1_C	6zb5_A
6zp1_C	6zb5_C
6zp1_C	7kec_A
6zp1_C	7kec_C
6zp1_C	7m71_A
6zp1_C	7akd_A
6zp1_C	7byr_A
6zp1_C	7e8c_A
6zp1_C	7cac_A
6zp1_C	6vyb_A
6zp1_C	6vyb_C
6zp1_C	7kdj_A
6zp1_C	7kdj_C
6zp1_C	7a93_C
6zp1_C	7jji_A
6zp1_C	7jji_C
6zp1_C	7kj5_C
6zp1_C	7mjk_I
6zp1_C	7chh_A
6zp1_C	7m0j_A
6zp1_C	7m0j_C
6zp1_C	7laa_A
6zp1_C	7laa_E
6zp1_C	7cn9_A
6zp1_C	7cn9_C
6zp1_C	7lwv_A
6zp1_C	7lwv_C
6zp1_C	7ld1_A
6zp1_C	6x79_A
6zp1_C	6x79_C
6zp1_C	7cws_M
6zp1_C	7cws_O
6zp1_C	6x6p_A
6zp1_C	6x6p_C
6zp1_C	7kdh_A
6zp1_C	7kdh_C
6zp1_C	7lww_A
6zp1_C	7lww_C
6zp1_C	6xf6_A
6zp1_C	6xf6_C
6zp1_C	6zwv_A
6zp1_C	6zwv_C
6zp1_C	6xkl_C
6zp1_C	6xra_A
6zp1_C	6xra_C
6zp1_C	7m8k_A
6zp1_C	7m8k_C
6zp1_C	7cab_A
6zp1_C	7cab_C
6zp1_C	7l3n_A
6zp1_C	6vxx_C
6zp1_C	7kmb_B
6zp1_C	7jwb_D
6zp1_C	7lx5_A
6zp1_C	7l7k_A
6zp1_C	7l7k_C
6zp1_C	6x29_A
6zp1_C	6x29_C
6zp1_C	6zp0_A
6zp1_C	6zp0_C
6zp1_C	7dzx_A
6zp1_C	7kl9_A
6zp1_C	7bnn_A
6zp1_C	7bnn_C
6zp1_C	7lqv_A
6zp1_C	7lqw_E
7e86_A	7l5b_A
7e86_A	7lo4_B
7e86_A	7ldj_A
7e86_A	7cah_C
7e86_A	7e7y_C
7e86_A	7nxa_C
7e86_A	7klw_A
7e86_A	7det_A
7e86_A	7k8m_C
7e86_A	7e8m_A
7e86_A	7klh_E
7e86_A	7klh_F
7e86_A	7jvb_A
7e86_A	7kgk_A
7e86_A	7nxc_B
7e86_A	7kmg_C
7e86_A	7kmg_F
7e86_A	7lop_J
7e86_A	7dmu_B
7e86_A	7dmu_D
7e86_A	6m0j_B
7e86_A	7jx3_G
7e86_A	7mf1_A
7e86_A	7e88_L
7e86_A	7eam_A
7e86_A	7nxb_C
7e86_A	7deo_D
7e86_A	7nx8_C
7e86_A	6ym0_A
7e86_A	7kzb_C
7e86_A	7l0n_K
7e86_A	7l0n_L
7e86_A	6yz5_A
7e86_A	7m7w_I
7e86_A	7m7w_J
7e86_A	7k9z_E
7e86_A	7mkm_C
7e86_A	7m6d_C
7e86_A	7nx9_C
7e86_A	7b17_A
7bno_A	7bno_C
7bno_A	7mjj_A
7bno_A	7dx3_C
7bno_A	7nt9_A
7bno_A	7nt9_C
7bno_A	7kxk_A
7bno_A	7krs_A
7bno_A	7krs_C
7bno_A	6zow_D
7bno_A	7lwi_A
7bno_A	7lwi_C
7bno_A	6xs6_A
7bno_A	6xs6_C
7bno_A	6zoy_A
7bno_A	6zoy_C
7bno_A	6x2a_A
7bno_A	6x2a_C
7bno_A	7lyk_A
7bno_A	7lyk_C
7bno_A	7mkl_A
7bno_A	7a94_A
7bno_A	6zb5_A
7bno_A	6zb5_C
7bno_A	7kec_A
7bno_A	7kec_C
7bno_A	7m71_A
7bno_A	7akd_A
7bno_A	7byr_A
7bno_A	7e8c_A
7bno_A	7cac_A
7bno_A	6vyb_A
7bno_A	6vyb_C
7bno_A	7kdj_A
7bno_A	7kdj_C
7bno_A	7a93_C
7bno_A	7jji_A
7bno_A	7jji_C
7bno_A	7kj5_C
7bno_A	7mjk_I
7bno_A	7chh_A
7bno_A	7m0j_A
7bno_A	7m0j_C
7bno_A	7laa_A
7bno_A	7laa_E
7bno_A	7cn9_A
7bno_A	7cn9_C
7bno_A	7lwv_A
7bno_A	7lwv_C
7bno_A	7ld1_A
7bno_A	6x79_A
7bno_A	6x79_C
7bno_A	7cws_M
7bno_A	7cws_O
7bno_A	6x6p_A
7bno_A	6x6p_C
7bno_A	7kdh_A
7bno_A	7kdh_C
7bno_A	7lww_A
7bno_A	7lww_C
7bno_A	6xf6_A
7bno_A	6xf6_C
7bno_A	6zwv_A
7bno_A	6zwv_C
7bno_A	6xkl_C
7bno_A	6xra_A
7bno_A	6xra_C
7bno_A	7m8k_A
